no,name,category,chapter,search,search_alt,slug,group,match,url,license,credit,page
048,안동 봉정사 극락전,고려,15,안동 봉정사 극락전,Bongjeongsa Geungnakjeon,안동_봉정사_극락전,건축,안동 봉정사 극락전,https://thumb.wikimedia.org/wikipedia/commons/thumb/f/f9/%EC%95%88%EB%8F%99%EB%B4%89%EC%A0%95%EC%82%AC%EA%B7%B9%EB%9D%BD%EC%A0%84%EA%B3%B5%ED%8F%AC%C2%B7%EC%B2%98%EB%A7%88.jpg/960px-%EC%95%88%EB%8F%99%EB%B4%89%EC%A0%95%EC%82%AC%EA%B7%B9%EB%9D%BD%EC%A0%84%EA%B3%B5%ED%8F%AC%C2%B7%EC%B2%98%EB%A7%88.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Public domain,Unknown author Unknown author,https://commons.wikimedia.org/wiki/File:%EC%95%88%EB%8F%99%EB%B4%89%EC%A0%95%EC%82%AC%EA%B7%B9%EB%9D%BD%EC%A0%84%EA%B3%B5%ED%8F%AC%C2%B7%EC%B2%98%EB%A7%88.jpg
049,영주 부석사 무량수전,고려,15,영주 부석사 무량수전,Buseoksa Muryangsujeon,영주_부석사_무량수전,건축,영주 부석사 무량수전,https://thumb.wikimedia.org/wikipedia/commons/thumb/e/eb/Buseoksa_Muryangsujeon_by_Contax3_1.jpg/960px-Buseoksa_Muryangsujeon_by_Contax3_1.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 4.0,Contax3,https://commons.wikimedia.org/wiki/File:Buseoksa_Muryangsujeon_by_Contax3_1.jpg
050,예산 수덕사 대웅전,고려,15,예산 수덕사 대웅전,Sudeoksa Daeungjeon,예산_수덕사_대웅전,건축,예산 수덕사 대웅전,https://thumb.wikimedia.org/wikipedia/commons/thumb/f/f0/Sudeoksa_Daeungjeon_03.jpg/960px-Sudeoksa_Daeungjeon_03.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY 4.0,Jjw,https://commons.wikimedia.org/wiki/File:Sudeoksa_Daeungjeon_03.jpg
051,월정사 8각 9층 석탑,고려,15,평창 월정사 팔각구층석탑,Woljeongsa octagonal nine story pagoda,월정사_8각_9층_석탑,석탑,평창 월정사 8각 9층 석탑,https://thumb.wikimedia.org/wikipedia/commons/thumb/7/7d/Korea-Pyeongchang-Woljeongsa_temple-Octagonal_Nine_Story_Stone_Pagoda-01.jpg/960px-Korea-Pyeongchang-Woljeongsa_temple-Octagonal_Nine_Story_Stone_Pagoda-01.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 2.0,parhessiastes,https://commons.wikimedia.org/wiki/File:Korea-Pyeongchang-Woljeongsa_temple-Octagonal_Nine_Story_Stone_Pagoda-01.jpg
052,경천사지 10층 석탑,고려,15,개성 경천사지 십층석탑,Gyeongcheonsa ten story stone pagoda,경천사지_10층_석탑,석탑,개성 경천사지 10층 석탑,https://thumb.wikimedia.org/wikipedia/commons/thumb/f/fd/Gyeongcheonsa_Pagoda_in_the_National_Museum_of_Korea.jpg/960px-Gyeongcheonsa_Pagoda_in_the_National_Museum_of_Korea.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 4.0,Ethan Doyle White,https://commons.wikimedia.org/wiki/File:Gyeongcheonsa_Pagoda_in_the_National_Museum_of_Korea.jpg
053,여주 고달사지 승탑,고려,15,여주 고달사지 승탑,Godalsa stupa Yeoju,여주_고달사지_승탑,석탑,여주 고달사지 승탑,,CC BY-SA 2.0 kr,황도사,https://commons.wikimedia.org/wiki/File:4th-National-Treasures-of-South_Korea.jpg
054,청자 상감운학문 매병,고려,15,청자 상감운학문 매병,Celadon maebyeong cranes clouds inlaid,청자_상감운학문_매병,도자,청자 상감 운학문 매병,https://thumb.wikimedia.org/wikipedia/commons/thumb/7/7d/%EC%B2%AD%EC%9E%90_%EC%83%81%EA%B0%90_%EA%B5%AC%EB%A6%84_%ED%95%99_%EB%AC%B4%EB%8A%AC_%EB%A7%A4%EB%B3%91_%EA%B3%A0%EB%A0%A4-%E9%9D%91%E7%A3%81%E8%B1%A1%E5%B5%8C%E9%9B%B2%E9%B6%B4%E6%96%87%E6%A2%85%E7%94%81_%E9%AB%98%E9%BA%97-Maebyeong_decorated_with_cranes_and_clouds_MET_DP240189.jpg/960px-%EC%B2%AD%EC%9E%90_%EC%83%81%EA%B0%90_%EA%B5%AC%EB%A6%84_%ED%95%99_%EB%AC%B4%EB%8A%AC_%EB%A7%A4%EB%B3%91_%EA%B3%A0%EB%A0%A4-%E9%9D%91%E7%A3%81%E8%B1%A1%E5%B5%8C%E9%9B%B2%E9%B6%B4%E6%96%87%E6%A2%85%E7%94%81_%E9%AB%98%E9%BA%97-Maebyeong_decorated_with_cranes_and_clouds_MET_DP240189.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC0,커먼즈 기여자,https://commons.wikimedia.org/wiki/File:%EC%B2%AD%EC%9E%90_%EC%83%81%EA%B0%90_%EA%B5%AC%EB%A6%84_%ED%95%99_%EB%AC%B4%EB%8A%AC_%EB%A7%A4%EB%B3%91_%EA%B3%A0%EB%A0%A4-%E9%9D%91%E7%A3%81%E8%B1%A1%E5%B5%8C%E9%9B%B2%E9%B6%B4%E6%96%87%E6%A2%85%E7%94%81_%E9%AB%98%E9%BA%97-Maebyeong_decorated_with_cranes_and_clouds_MET_DP240189.jpg
055,청자 참외모양 병,고려,15,청자 참외모양 병,Celadon melon shaped bottle Goryeo,청자_참외모양_병,도자,청자 참외 모양 병,https://thumb.wikimedia.org/wikipedia/commons/thumb/c/ce/%EC%B2%AD%EC%9E%90_%EC%B0%B8%EC%99%B8%EB%AA%A8%EC%96%91_%EB%B3%91_01.jpg/960px-%EC%B2%AD%EC%9E%90_%EC%B0%B8%EC%99%B8%EB%AA%A8%EC%96%91_%EB%B3%91_01.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 3.0,Eggmoon,https://commons.wikimedia.org/wiki/File:%EC%B2%AD%EC%9E%90_%EC%B0%B8%EC%99%B8%EB%AA%A8%EC%96%91_%EB%B3%91_01.jpg
056,청동 은입사 포류수금문 정병,고려,15,청동 은입사 포류수금문 정병,Kundika silver inlaid Goryeo,청동_은입사_포류수금문_정병,고대 공예,청동 은입사 포류수금문 정병,https://thumb.wikimedia.org/wikipedia/commons/thumb/c/c4/Ritual_ewer_%28kundika%29%2C_Korea%2C_Goryeo_dynasty%2C_c._1000-1100_AD%2C_bronze_with_inlaid_silver%2C_Asian_Art_Museum_SF_-_DSC08691.jpg/960px-Ritual_ewer_%28kundika%29%2C_Korea%2C_Goryeo_dynasty%2C_c._1000-1100_AD%2C_bronze_with_inlaid_silver%2C_Asian_Art_Museum_SF_-_DSC08691.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC0,Daderot,"https://commons.wikimedia.org/wiki/File:Ritual_ewer_(kundika),_Korea,_Goryeo_dynasty,_c._1000-1100_AD,_bronze_with_inlaid_silver,_Asian_Art_Museum_SF_-_DSC08691.jpg"
057,나전 국화넝쿨무늬 경함,고려,15,나전 국화넝쿨무늬 경함,Goryeo lacquered sutra box mother of pearl,나전_국화넝쿨무늬_경함,고대 공예,나전 칠기,,,,
058,직지심체요절,고려,15,직지심체요절,Jikji,직지심체요절,기록물,직지심체요절,https://thumb.wikimedia.org/wikipedia/commons/thumb/9/96/Jan._24%2C_2015_%40_LBC.JPG/960px-Jan._24%2C_2015_%40_LBC.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC0,Raput76 ( talk ) ( Uploads ),"https://commons.wikimedia.org/wiki/File:Jan._24,_2015_@_LBC.JPG"
059,해인사 장경판전과 대장경판,고려,14,합천 해인사 장경판전,Haeinsa Janggyeong Panjeon,해인사_장경판전과_대장경판,건축,해인사 장경판전,https://thumb.wikimedia.org/wikipedia/commons/thumb/1/1c/Haeinsa_Temple_04.jpg/960px-Haeinsa_Temple_04.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC0,Bernard Gagnon,https://commons.wikimedia.org/wiki/File:Haeinsa_Temple_04.jpg
060,수월관음도,고려,15,고려 수월관음도,Water-moon Avalokitesvara Goryeo,수월관음도,회화,수월관음도,https://thumb.wikimedia.org/wikipedia/commons/thumb/f/f8/Water-Moon_Avalokitesvara_%28Freer_Gallery_of_Art%29.jpg/960px-Water-Moon_Avalokitesvara_%28Freer_Gallery_of_Art%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Public domain,unidentified Goryeo-Dynasty artist,https://commons.wikimedia.org/wiki/File:Water-Moon_Avalokitesvara_(Freer_Gallery_of_Art).jpg
061,훈민정음 해례본,조선전기,20,훈민정음 해례본,Hunminjeongeum Haerye,훈민정음_해례본,기록물,훈민정음,https://thumb.wikimedia.org/wikipedia/commons/thumb/8/89/%ED%9B%88%EB%AF%BC%EC%A0%95%EC%9D%8C_%ED%95%B4%EB%A1%80%EB%B3%B8_%281%29.jpg/960px-%ED%9B%88%EB%AF%BC%EC%A0%95%EC%9D%8C_%ED%95%B4%EB%A1%80%EB%B3%B8_%281%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 4.0,Jocelyndurrey,https://commons.wikimedia.org/wiki/File:%ED%9B%88%EB%AF%BC%EC%A0%95%EC%9D%8C_%ED%95%B4%EB%A1%80%EB%B3%B8_(1).jpg
062,혼일강리역대국도지도,조선전기,20,혼일강리역대국도지도,Kangnido map,혼일강리역대국도지도,기록물,혼일강리역대국도지도,https://thumb.wikimedia.org/wikipedia/commons/thumb/6/6c/%ED%98%BC%EC%9D%BC%EA%B0%95%EB%A6%AC%EC%97%AD%EB%8C%80%EA%B5%AD%EB%8F%84%EC%A7%80%EB%8F%84_%28%EA%B7%9C%EC%9E%A5%EA%B0%81_%EC%86%8C%EC%9E%A5%EB%B3%B8%29.jpg/960px-%ED%98%BC%EC%9D%BC%EA%B0%95%EB%A6%AC%EC%97%AD%EB%8C%80%EA%B5%AD%EB%8F%84%EC%A7%80%EB%8F%84_%28%EA%B7%9C%EC%9E%A5%EA%B0%81_%EC%86%8C%EC%9E%A5%EB%B3%B8%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Public domain,Original: 權近 外 이찬 교수 채색모사.,https://commons.wikimedia.org/wiki/File:%ED%98%BC%EC%9D%BC%EA%B0%95%EB%A6%AC%EC%97%AD%EB%8C%80%EA%B5%AD%EB%8F%84%EC%A7%80%EB%8F%84_(%EA%B7%9C%EC%9E%A5%EA%B0%81_%EC%86%8C%EC%9E%A5%EB%B3%B8).jpg
063,천상열차분야지도,조선전기,20,천상열차분야지도 각석,Cheonsang Yeolcha Bunyajido,천상열차분야지도,과학 기구,천상열차분야지도,https://thumb.wikimedia.org/wikipedia/commons/thumb/0/06/Cheonsang_1687.jpg/960px-Cheonsang_1687.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC0,Motoko C. K.,https://commons.wikimedia.org/wiki/File:Cheonsang_1687.jpg
064,앙부일구,조선전기,20,앙부일구,Angbu Ilgu sundial,앙부일구,과학 기구,앙부일구,https://thumb.wikimedia.org/wikipedia/commons/thumb/0/0b/%EC%95%99%EB%B6%80%EC%9D%BC%EA%B5%AC_%281%29.JPG/960px-%EC%95%99%EB%B6%80%EC%9D%BC%EA%B5%AC_%281%29.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 4.0,Jocelyndurrey,https://commons.wikimedia.org/wiki/File:%EC%95%99%EB%B6%80%EC%9D%BC%EA%B5%AC_(1).JPG
065,자격루,조선전기,20,자격루,Jagyeongnu water clock,자격루,과학 기구,자격루,https://thumb.wikimedia.org/wikipedia/commons/thumb/5/58/%EC%9E%90%EA%B2%A9%EB%A3%A8_%281%29.JPG/960px-%EC%9E%90%EA%B2%A9%EB%A3%A8_%281%29.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 4.0,Jocelyndurrey,https://commons.wikimedia.org/wiki/File:%EC%9E%90%EA%B2%A9%EB%A3%A8_(1).JPG
066,측우기,조선전기,20,측우기,Cheugugi rain gauge,측우기,과학 기구,측우기,https://thumb.wikimedia.org/wikipedia/commons/thumb/9/90/%EC%B8%A1%EC%9A%B0%EA%B8%B0_%281%29.JPG/960px-%EC%B8%A1%EC%9A%B0%EA%B8%B0_%281%29.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 4.0,Jocelyndurrey,https://commons.wikimedia.org/wiki/File:%EC%B8%A1%EC%9A%B0%EA%B8%B0_(1).JPG
067,몽유도원도,조선전기,21,안견 몽유도원도,Mongyu dowon do An Gyeon,몽유도원도,회화,몽유도원도,https://upload.wikimedia.org/wikipedia/commons/7/74/Ahn_Gyeon-Mongyu_dowondo.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled,Public domain,Ahn Gyeon,https://commons.wikimedia.org/wiki/File:Ahn_Gyeon-Mongyu_dowondo.jpg
068,고사관수도,조선전기,21,강희안 고사관수도,Gosa gwansu do Gang Hui-an,고사관수도,회화,고사관수도,https://upload.wikimedia.org/wikipedia/commons/0/0a/Joseon-Kang_Huian-Gosagwansudo.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled,Public domain,"Kang, Huian",https://commons.wikimedia.org/wiki/File:Joseon-Kang_Huian-Gosagwansudo.jpg
069,초충도,조선전기,21,신사임당 초충도,Chochungdo Sin Saimdang,초충도,회화,초충도,https://thumb.wikimedia.org/wikipedia/commons/thumb/2/22/20024_%EC%8B%A0%EC%82%AC%EC%9E%84%EB%8B%B9_%EC%B4%88%EC%B6%A9%EB%8F%8406_%EC%98%A4%EC%9D%B4%EC%99%80_%EA%B0%9C%EA%B5%AC%EB%A6%AC.jpg/960px-20024_%EC%8B%A0%EC%82%AC%EC%9E%84%EB%8B%B9_%EC%B4%88%EC%B6%A9%EB%8F%8406_%EC%98%A4%EC%9D%B4%EC%99%80_%EA%B0%9C%EA%B5%AC%EB%A6%AC.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY 4.0,신사임당,https://commons.wikimedia.org/wiki/File:20024_%EC%8B%A0%EC%82%AC%EC%9E%84%EB%8B%B9_%EC%B4%88%EC%B6%A9%EB%8F%8406_%EC%98%A4%EC%9D%B4%EC%99%80_%EA%B0%9C%EA%B5%AC%EB%A6%AC.jpg
070,분청사기,조선전기,21,분청사기 박지모란문,Buncheong ware,분청사기,도자,분청사기,https://thumb.wikimedia.org/wikipedia/commons/thumb/b/bc/Buncheong_ware_shard%2C_Earthenware_and_Celadon_shard.jpg/960px-Buncheong_ware_shard%2C_Earthenware_and_Celadon_shard.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY 4.0,고려,"https://commons.wikimedia.org/wiki/File:Buncheong_ware_shard,_Earthenware_and_Celadon_shard.jpg"
071,백자 청화매죽문 항아리,조선전기,21,백자 청화매죽문 항아리,White porcelain jar blue plum bamboo Joseon,백자_청화매죽문_항아리,도자,,https://thumb.wikimedia.org/wikipedia/commons/thumb/7/71/Jar_with_Plum_and_Bamboo._Joseon%2C_18th_c._Ehwa_Womans_University_Museum.jpg/960px-Jar_with_Plum_and_Bamboo._Joseon%2C_18th_c._Ehwa_Womans_University_Museum.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 4.0,"Ismoon ( talk ) 21:48, 3 June 2018 (UTC)","https://commons.wikimedia.org/wiki/File:Jar_with_Plum_and_Bamboo._Joseon,_18th_c._Ehwa_Womans_University_Museum.jpg"
072,원각사지 10층 석탑,조선전기,21,서울 원각사지 십층석탑,Wongaksa ten story pagoda,원각사지_10층_석탑,석탑,원각사지 10층 석탑,https://upload.wikimedia.org/wikipedia/commons/c/c0/Korea-Seoul-Tapgol_Park_10_Storied_Pagoda_at_Wongaksa_0095-06.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled,CC BY-SA 3.0,Steve46814,https://commons.wikimedia.org/wiki/File:Korea-Seoul-Tapgol_Park_10_Storied_Pagoda_at_Wongaksa_0095-06.JPG
073,인왕제색도,조선후기,27,정선 인왕제색도,Inwang jesaekdo Jeong Seon,인왕제색도,회화,인왕제색도,https://thumb.wikimedia.org/wikipedia/commons/thumb/a/a7/Inwangjesaekdo.jpg/960px-Inwangjesaekdo.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Public domain,Jeong Seon,https://commons.wikimedia.org/wiki/File:Inwangjesaekdo.jpg
074,금강전도,조선후기,27,정선 금강전도,Geumgang jeondo Jeong Seon,금강전도,회화,금강전도,https://thumb.wikimedia.org/wikipedia/commons/thumb/c/c2/Geumgangjeondo.jpg/960px-Geumgangjeondo.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Public domain,Jeong Seon,https://commons.wikimedia.org/wiki/File:Geumgangjeondo.jpg
075,씨름,조선후기,27,김홍도 씨름,Ssireum Kim Hong-do,씨름,회화,씨름,https://thumb.wikimedia.org/wikipedia/commons/thumb/e/ef/Danwon_Ssireum.jpg/960px-Danwon_Ssireum.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Public domain,Kim Hong-do,https://commons.wikimedia.org/wiki/File:Danwon_Ssireum.jpg
076,서당,조선후기,27,김홍도 서당,Seodang Kim Hong-do village school,서당,회화,,https://upload.wikimedia.org/wikipedia/commons/4/40/Danwon-Seodang.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled,Public domain,"단원 김홍도 (檀園 金弘道, 1745 - 1816 이후)",https://commons.wikimedia.org/wiki/File:Danwon-Seodang.jpg
077,단오풍정,조선후기,27,신윤복 단오풍정,Dano pungjeong Sin Yun-bok,단오풍정,회화,단오풍정,https://thumb.wikimedia.org/wikipedia/commons/thumb/8/86/Hyewon-Dano.pungjeong.jpg/960px-Hyewon-Dano.pungjeong.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Public domain,"Shin Yunbok or Hyewon , his pen name (1758- early 19c)",https://commons.wikimedia.org/wiki/File:Hyewon-Dano.pungjeong.jpg
078,영통동구도,조선후기,27,강세황 영통동구도,Yeongtong donggudo Gang Se-hwang,영통동구도,회화,영통동구도,https://upload.wikimedia.org/wikipedia/commons/f/fd/Korea-Kang_Sehwang-Yeongtong_donggudo.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled,Public domain,Kang Sehwang,https://commons.wikimedia.org/wiki/File:Korea-Kang_Sehwang-Yeongtong_donggudo.jpg
079,세한도,조선후기,27,김정희 세한도,Sehando Kim Jeong-hui,세한도,회화,세한도,https://thumb.wikimedia.org/wikipedia/commons/thumb/9/9a/Sehando.jpg/960px-Sehando.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Public domain,Kim Jeong-hui,https://commons.wikimedia.org/wiki/File:Sehando.jpg
080,까치호랑이 민화,조선후기,27,까치호랑이 민화,Kkachi horangi magpie tiger folk painting,까치호랑이_민화,회화,,,,,
081,청화백자 산수무늬 항아리,조선후기,27,청화백자 산수문 항아리,Blue and white porcelain jar landscape Joseon,청화백자_산수무늬_항아리,도자,청화 백자,https://thumb.wikimedia.org/wikipedia/commons/thumb/8/80/Jar_from_Korea%2C_glazed_stoneware%2C_18th_century%2C_Honolulu_Museum_of_Art._505.1.JPG/960px-Jar_from_Korea%2C_glazed_stoneware%2C_18th_century%2C_Honolulu_Museum_of_Art._505.1.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC0,Hiart,"https://commons.wikimedia.org/wiki/File:Jar_from_Korea,_glazed_stoneware,_18th_century,_Honolulu_Museum_of_Art._505.1.JPG"
082,보은 법주사 팔상전,조선후기,27,보은 법주사 팔상전,Beopjusa Palsangjeon,보은_법주사_팔상전,건축,보은 법주사 팔상전,https://thumb.wikimedia.org/wikipedia/commons/thumb/d/db/Beopjusa-Temple-Stay-Korea_823.jpg/960px-Beopjusa-Temple-Stay-Korea_823.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 3.0,MeganYoungmee,https://commons.wikimedia.org/wiki/File:Beopjusa-Temple-Stay-Korea_823.jpg
083,김제 금산사 미륵전,조선후기,27,김제 금산사 미륵전,Geumsansa Mireukjeon,김제_금산사_미륵전,건축,김제 금산사 미륵전,https://thumb.wikimedia.org/wikipedia/commons/thumb/4/4c/20141005_%EA%B9%80%EC%A0%9C_%EA%B8%88%EC%82%B0%EC%82%AC_%EB%AF%B8%EB%A5%B5%EC%A0%84.jpg/960px-20141005_%EA%B9%80%EC%A0%9C_%EA%B8%88%EC%82%B0%EC%82%AC_%EB%AF%B8%EB%A5%B5%EC%A0%84.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 4.0,Hangidan,https://commons.wikimedia.org/wiki/File:20141005_%EA%B9%80%EC%A0%9C_%EA%B8%88%EC%82%B0%EC%82%AC_%EB%AF%B8%EB%A5%B5%EC%A0%84.jpg
084,수원 화성 팔달문,조선후기,27,수원 화성 팔달문,Suwon Hwaseong Paldalmun,수원_화성_팔달문,건축,수원 화성,https://thumb.wikimedia.org/wikipedia/commons/thumb/a/a2/Paldal_Gate_-_Hwaseong_Fortress_-_2008-10-17.JPG/960px-Paldal_Gate_-_Hwaseong_Fortress_-_2008-10-17.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Public domain,Jpbarrass,https://commons.wikimedia.org/wiki/File:Paldal_Gate_-_Hwaseong_Fortress_-_2008-10-17.JPG
085,거중기 설계도,조선후기,27,화성성역의궤 거중기,Geojunggi crane Jeong Yak-yong,거중기_설계도,과학 기구,,,,,
086,대동여지도,조선후기,26,대동여지도,Daedongyeojido Kim Jeong-ho map,대동여지도,기록물,대동여지도,https://thumb.wikimedia.org/wikipedia/commons/thumb/f/f0/Daedongyeojido-full.jpg/960px-Daedongyeojido-full.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Public domain,Kim Jeong-ho,https://commons.wikimedia.org/wiki/File:Daedongyeojido-full.jpg
087,척화비,근현대,28,척화비,Cheokhwabi anti-foreign monument,척화비,비석,,https://thumb.wikimedia.org/wikipedia/commons/thumb/f/fe/%EC%B2%99%ED%99%94%EB%B9%84%28%EA%B2%BD%EC%A3%BC%EB%B0%95%EB%AC%BC%EA%B4%80%29.jpg/960px-%EC%B2%99%ED%99%94%EB%B9%84%28%EA%B2%BD%EC%A3%BC%EB%B0%95%EB%AC%BC%EA%B4%80%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 3.0,ko:User:Eggmoon,https://commons.wikimedia.org/wiki/File:%EC%B2%99%ED%99%94%EB%B9%84(%EA%B2%BD%EC%A3%BC%EB%B0%95%EB%AC%BC%EA%B4%80).jpg
088,독립문,근현대,33,서울 독립문,Independence Gate Seoul Dongnimmun,독립문,건축,,https://thumb.wikimedia.org/wikipedia/commons/thumb/4/4a/Independence_Gate_and_Hyeonjeo_overpass.jpg/960px-Independence_Gate_and_Hyeonjeo_overpass.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC0,MonasteryInwang,https://commons.wikimedia.org/wiki/File:Independence_Gate_and_Hyeonjeo_overpass.jpg
089,명동성당,근현대,33,서울 명동성당,Myeongdong Cathedral Seoul,명동성당,건축,,https://thumb.wikimedia.org/wikipedia/commons/thumb/e/ea/%EB%AA%85%EB%8F%99%EC%84%B1%EB%8B%B9-Myeongdong-Cathedral-1.jpg/960px-%EB%AA%85%EB%8F%99%EC%84%B1%EB%8B%B9-Myeongdong-Cathedral-1.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 4.0,Korearoadtour,https://commons.wikimedia.org/wiki/File:%EB%AA%85%EB%8F%99%EC%84%B1%EB%8B%B9-Myeongdong-Cathedral-1.jpg
090,덕수궁 석조전,근현대,33,덕수궁 석조전,Seokjojeon Deoksugung,덕수궁_석조전,건축,,https://thumb.wikimedia.org/wikipedia/commons/thumb/2/2e/Joongmyungjeon.jpg/960px-Joongmyungjeon.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 4.0,Black207,https://commons.wikimedia.org/wiki/File:Joongmyungjeon.jpg
091,독립신문,근현대,33,독립신문 1896,Tongnip Sinmun The Independent newspaper,독립신문,기록물,,,,,
092,대한매일신보,근현대,33,대한매일신보,Daehan Maeil Sinbo,대한매일신보,기록물,,https://thumb.wikimedia.org/wikipedia/commons/thumb/a/a7/The_Korea_Daily_News_%28May_18%2C_1907_page_1%29.jpg/960px-The_Korea_Daily_News_%28May_18%2C_1907_page_1%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Public domain,The Korea Daily News,"https://commons.wikimedia.org/wiki/File:The_Korea_Daily_News_(May_18,_1907_page_1).jpg"
093,서울 전차 개통,근현대,33,1899 서울 전차,Seoul streetcar 1900s,서울_전차_개통,근현대 사진,,,,,
094,안중근,근현대,31,안중근 의사 사진,An Jung-geun,안중근,근현대 사진,,https://thumb.wikimedia.org/wikipedia/commons/thumb/0/0e/An_Jung-geun_2-1.jpg/960px-An_Jung-geun_2-1.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY 4.0,HCCB3947,https://commons.wikimedia.org/wiki/File:An_Jung-geun_2-1.jpg
095,3·1 운동 시위,근현대,35,1919 3·1운동 만세시위,March First Movement 1919,31_운동_시위,근현대 사진,,https://thumb.wikimedia.org/wikipedia/commons/thumb/a/a5/%28Red_Cross_pamphlet_on_March_1st_Movement%29_%28KADA-shyun15-012~15%29.jpg/960px-%28Red_Cross_pamphlet_on_March_1st_Movement%29_%28KADA-shyun15-012~15%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Public domain,Unknown author Unknown author,https://commons.wikimedia.org/wiki/File:(Red_Cross_pamphlet_on_March_1st_Movement)_(KADA-shyun15-012~15).jpg
096,조선 총독부 청사,근현대,34,조선총독부 청사,Japanese General Government Building Seoul,조선_총독부_청사,건축,,https://thumb.wikimedia.org/wikipedia/commons/thumb/9/9c/Japanese_General_Government_Building_at_Waeseongdae.jpg/960px-Japanese_General_Government_Building_at_Waeseongdae.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Public domain,Unknown author Unknown author,https://commons.wikimedia.org/wiki/File:Japanese_General_Government_Building_at_Waeseongdae.jpg
